payer,payee,amount0,amount1,opcode
260,643,11912,473,1
19,712,71364,373,1
30,42,91397,98,1
19,163,40838,374,1
42,13,91303,57,1
23,234,42540,354,1
94,610,83721,195,1
12,970,23156,393,1
12,932,79354,409,1
246,225,82068,489,1
65,727,67642,378,1
33,591,39567,77,1
19,958,40215,429,1
4,808,56768,328,1
979,691,11251,268,1
935,360,42545,266,1
4,611,27538,320,1
8,162,37777,95,1
8,655,41054,20,1
27,5,2783,33,1
30,943,81277,114,1
44,748,72266,21,1
36,162,29246,48,1
1000,59,52363,367,1
12,353,68606,416,1
27,362,40984,359,1
19,942,75115,37,1
33,867,91784,248,1
42,388,82625,289,1
27,806,29491,271,1
42,97,15216,336,1
36,111,78975,114,1
44,616,48616,166,1
56,349,39492,396,1
161,700,78880,285,1
450,402,82738,395,1
65,897,53437,333,1
645,704,17606,449,1
16,47,32287,275,1
65,232,4309,291,1
36,369,40592,396,1
12,921,12691,437,1
21,458,84988,292,1
19,622,45383,158,1
44,96,39704,72,1
23,28,83767,428,1
278,638,58884,440,1
23,754,90079,23,1
56,845,2844,302,1
27,390,20669,394,1
12,473,83171,419,1
23,717,80294,29,1
65,215,90159,464,1
6,933,28099,315,1
437,349,69252,131,1
869,778,30080,185,1
433,339,68405,353,1
4,789,27116,473,1
42,749,22744,193,1
16,981,90186,478,1
161,123,19694,281,1
282,160,75551,426,1
30,487,35499,313,1
6,324,8012,368,1
30,193,76222,448,1
36,16,83797,217,1
12,997,47062,500,1
19,408,24650,120,1
27,281,31555,266,1
471,334,82880,98,1
36,201,73517,37,1
16,177,44135,44,1
478,141,67634,449,1
89,723,21488,351,1
42,518,45552,371,1
12,841,87707,286,1
161,344,82871,210,1
33,584,13117,434,1
27,568,72246,454,1
97,259,66251,79,1
368,357,13999,272,1
6,929,66017,26,1
56,260,74881,484,1
8,721,57165,172,1
19,487,79233,116,1
27,410,1826,148,1
4,45,10289,10,1
29,415,51440,300,1
14,248,21270,311,1
4,658,30193,294,1
591,779,64924,451,1
19,721,28956,160,1
16,778,90062,272,1
19,990,99860,221,1
861,306,22659,202,1
30,684,96797,382,1
72,968,81840,49,1
33,870,22787,325,1
8,725,16908,93,1
36,517,4067,20,1
4,550,17904,213,1
65,337,10786,466,1
16,481,6688,485,1
44,733,32448,337,1
265,356,69113,407,1
42,603,88836,180,1
19,634,33167,429,1
845,507,81260,71,1
538,514,42631,213,1
269,680,90067,321,1
27,870,63812,467,1
44,666,64195,337,1
42,181,40941,133,1
30,763,50774,301,1
953,950,18275,210,1
56,852,66188,133,1
161,514,13067,206,1
16,888,79540,225,1
23,452,39437,469,1
12,169,46466,292,1
42,964,58483,357,1
42,242,67752,445,1
941,697,98535,439,1
882,440,88638,440,1
30,77,306,274,1
42,12,71640,315,1
161,382,34446,467,1
44,451,64887,449,1
14,734,75441,401,1
6,441,72241,392,1
30,828,39887,197,1
72,501,84726,247,1
30,3,78126,328,1
161,302,48343,30,1
891,423,54813,87,1
779,642,58626,115,1
8,433,32071,396,1
56,388,62962,450,1
45,194,15833,301,1
12,5,4127,113,1
33,615,66791,398,1
4,844,7170,26,1
359,158,54296,254,1
23,264,69468,246,1
56,962,19650,239,1
74,876,10737,19,1
933,89,71379,361,1
12,583,43844,245,1
21,986,74061,175,1
16,844,56753,392,1
56,854,51470,309,1
36,4,48267,217,1
305,680,57477,69,1
4,399,29603,318,1
392,271,78139,134,1
8,256,37483,377,1
30,927,11161,276,1
42,798,77560,58,1
44,398,55246,393,1
21,462,69037,472,1
303,251,54283,446,1
161,820,31275,175,1
511,860,23685,27,1
21,135,80341,355,1
165,295,16626,23,1
0,643,63786,404,1
12,640,46749,221,1
21,941,52551,345,1
4,720,33928,40,1
874,830,43727,106,1
23,123,26113,185,1
19,455,42728,382,1
72,786,43738,216,1
30,521,20584,171,1
933,200,9569,189,1
0,744,27628,232,1
14,648,99536,109,1
33,203,84978,155,1
19,552,2099,364,1
23,585,70171,315,1
161,288,91014,47,1
0,948,66912,417,1
361,698,62708,347,1
161,273,83055,31,1
72,551,59854,260,1
30,56,31165,379,1
27,692,14526,119,1
1009,861,38834,44,1
8,270,79917,122,1
65,34,12305,153,1
16,574,99438,405,1
32,464,28391,464,1
56,244,97176,316,1
21,41,38043,372,1
30,702,59974,462,1
42,543,41157,254,1
44,435,66849,143,1
341,876,30226,135,1
44,181,19102,453,1
0,94,73842,80,1
161,585,62701,160,1
72,498,84271,48,1
36,96,28215,472,1
0,36,31741,43,1
42,981,98312,55,1
36,869,18176,369,1
56,613,39009,183,1
467,566,64215,438,1
165,50,80407,268,1
517,503,84350,222,1
72,176,30985,370,1
14,379,48573,72,1
14,959,64201,380,1
617,302,56014,452,1
1010,94,79867,422,1
14,213,11486,257,1
19,187,43411,130,1
307,367,51244,202,1
0,725,21982,287,1
161,243,24989,89,1
23,993,52028,113,1
352,164,11544,193,1
12,713,74992,118,1
65,371,13172,392,1
42,489,27437,267,1
16,427,60190,315,1
44,757,26829,361,1
694,906,46531,431,1
56,525,30428,456,1
293,405,38359,102,1
56,620,68292,248,1
372,583,58902,440,1
56,74,17259,333,1
30,657,63164,34,1
44,532,9334,307,1
30,145,12680,471,1
6,365,255,69,1
6,881,64012,112,1
33,264,84360,375,1
44,631,82509,173,1
144,648,98168,310,1
0,971,23659,337,1
24,165,88490,114,1
0,330,36921,71,1
6,892,95806,189,1
19,363,37008,118,1
0,593,72507,405,1
42,613,60228,17,1
23,223,62728,258,1
21,823,19031,45,1
19,828,70275,418,1
36,100,14755,452,1
27,149,64021,402,1
4,732,71727,303,1
8,761,38162,32,1
72,810,41684,423,1
623,384,61952,212,1
820,265,82465,441,1
72,466,67802,99,1
6,170,80532,304,1
618,532,79735,203,1
965,372,86439,472,1
44,739,77987,485,1
4,446,32710,312,1
56,470,48142,399,1
12,943,16054,96,1
23,639,39993,463,1
30,901,29466,409,1
36,840,1741,427,1
56,548,16705,63,1
136,723,9562,126,1
621,533,18981,322,1
8,806,60651,476,1
604,906,83760,272,1
688,101,2498,132,1
6,802,30969,29,1
279,542,32468,376,1
36,711,78894,355,1
0,515,52980,316,1
19,912,94239,224,1
0,142,42167,276,1
56,171,30157,240,1
27,955,6832,57,1
44,205,89903,431,1
19,94,94630,500,1
1014,1000,81912,319,1
185,636,57595,478,1
21,163,62873,141,1
44,853,79765,256,1
508,313,29781,293,1
30,847,5670,63,1
411,1016,61998,303,1
19,752,43139,475,1
338,963,88722,116,1
30,832,52536,81,1
65,54,14433,211,1
4,688,13864,498,1
30,9,34770,21,1
1002,676,87808,287,1
65,445,95427,469,1
911,749,73658,140,1
16,635,99455,221,1
161,476,69956,467,1
30,845,92403,190,1
6,518,86348,258,1
4,172,55125,402,1
44,643,97419,432,1
56,594,82087,381,1
21,909,48110,344,1
42,554,76027,381,1
358,343,67686,35,1
44,259,26106,164,1
30,332,70476,269,1
36,623,34867,332,1
4,203,86817,113,1
6,137,10509,152,1
115,404,92394,496,1
161,190,40916,246,1
128,815,69225,194,1
0,670,89404,155,1
33,638,99964,18,1
14,721,57979,282,1
6,341,38626,334,1
36,616,40649,133,1
161,195,42329,483,1
110,102,4619,464,1
12,633,49385,467,1
0,502,15362,280,1
12,40,79493,219,1
6,752,32212,102,1
27,454,64496,257,1
23,94,66641,329,1
19,33,41775,147,1
161,252,12303,497,1
12,814,63327,257,1
65,504,47301,386,1
6,185,86193,83,1
42,844,61612,476,1
44,109,31138,495,1
36,559,90174,192,1
942,845,81733,351,1
0,690,22447,44,1
746,20,76015,147,1
772,440,64511,208,1
537,337,48198,376,1
23,881,78283,470,1
30,1022,36996,76,1
72,648,66806,77,1
42,613,98235,241,1
338,1004,17481,187,1
72,918,31559,499,1
23,278,9857,137,1
72,239,57233,423,1
33,931,54535,146,1
36,669,32307,107,1
14,639,48725,246,1
590,243,4188,442,1
21,289,77535,383,1
72,398,84144,37,1
72,93,51659,349,1
30,102,65942,78,1
4,528,51041,309,1
12,428,16686,261,1
0,1016,84333,377,1
8,281,46519,72,1
983,481,54020,430,1
161,810,36274,495,1
868,358,90691,288,1
36,835,74498,86,1
72,529,15308,289,1
6,647,11672,403,1
33,554,95705,296,1
30,393,3177,395,1
30,652,20806,165,1
8,170,79513,191,1
695,968,44661,333,1
19,773,79985,256,1
30,512,58472,133,1
8,59,46656,131,1
164,577,88887,327,1
33,1017,24648,231,1
27,84,11584,77,1
0,1006,68170,211,1
14,381,17676,149,1
66,865,42258,166,1
0,697,50682,335,1
4,971,75972,310,1
920,844,68201,222,1
27,272,92134,47,1
753,440,5683,170,1
72,795,98175,402,1
23,1018,33321,340,1
4,864,7917,336,1
16,113,56937,133,1
23,441,39989,308,1
794,285,84722,365,1
0,107,44040,482,1
4,311,50944,69,1
23,889,92896,195,1
12,781,71068,145,1
12,567,89924,242,1
264,958,60210,204,1
72,379,34828,229,1
36,314,81132,261,1
56,998,45720,438,1
30,768,42796,492,1
8,292,40255,233,1
606,870,9204,53,1
12,19,98449,190,1
773,665,82874,63,1
21,407,57065,184,1
42,599,36313,109,1
23,430,50783,475,1
65,637,94771,493,1
8,458,43256,158,1
367,185,88999,449,1
250,933,31398,301,1
30,838,73770,60,1
16,651,70747,484,1
23,295,71753,376,1
72,564,67936,319,1
841,178,80779,24,1
752,450,76021,269,1
65,446,69908,45,1
30,344,22821,289,1
161,316,63256,265,1
44,221,73131,179,1
27,542,74782,281,1
607,67,17788,308,1
33,27,92723,102,1
21,240,26438,182,1
0,444,71795,103,1
402,770,85315,100,1
44,731,22358,272,1
28,566,53818,205,1
42,452,73627,414,1
12,36,87269,458,1
161,264,51990,56,1
44,675,79825,223,1
903,80,29084,91,1
676,32,12782,271,1
44,655,59284,219,1
42,280,94588,31,1
42,259,24068,500,1
8,338,17680,287,1
72,404,4122,256,1
33,509,35657,27,1
44,409,70988,186,1
323,351,98361,106,1
22,760,33807,93,1
30,54,72731,64,1
12,383,12369,477,1
12,684,53313,76,1
6,85,52447,93,1
27,282,86618,61,1
137,833,64138,175,1
30,432,39909,120,1
273,617,21130,65,1
56,51,7951,448,1
21,936,42678,466,1
1017,332,46498,387,1
290,873,28424,330,1
8,415,78381,228,1
30,607,8686,204,1
44,487,49207,443,1
16,946,11551,73,1
72,193,88581,247,1
56,998,9144,337,1
12,351,23029,386,1
188,692,74793,311,1
161,551,28219,95,1
511,610,78400,274,1
4,915,25052,56,1
868,417,80135,161,1
16,271,1258,445,1
8,241,47219,206,1
72,255,63398,157,1
6,239,18379,359,1
4,148,30791,235,1
33,603,63673,466,1
33,155,2103,181,1
573,495,73377,273,1
161,529,73865,430,1
27,725,40716,40,1
19,583,24752,256,1
161,663,39828,57,1
27,512,10600,430,1
44,686,89686,294,1
65,610,48693,393,1
608,65,32898,448,1
21,140,30098,318,1
925,251,52426,467,1
42,618,35783,443,1
121,433,50066,449,1
58,677,10597,376,1
42,73,96543,265,1
505,958,80199,394,1
772,390,17297,246,1
21,649,72425,214,1
19,665,46842,142,1
42,744,61568,215,1
329,933,7143,157,1
548,689,8945,271,1
72,194,65864,420,1
16,782,75233,87,1
722,312,95580,400,1
12,113,87940,260,1
56,264,9317,417,1
42,795,16282,103,1
21,329,18059,480,1
23,215,50198,77,1
16,426,13436,42,1
397,676,14772,285,1
766,88,21092,267,1
585,777,77177,224,1
758,220,70977,493,1
23,287,99027,229,1
27,377,26574,229,1
125,332,26811,329,1
8,163,55670,290,1
264,632,95177,400,1
47,109,57765,231,1
30,105,59919,105,1
72,374,4970,297,1
20,462,64351,459,1
161,554,57898,482,1
21,185,64847,281,1
23,980,72451,110,1
19,377,51861,469,1
759,253,31008,123,1
44,280,92127,498,1
42,432,37427,79,1
14,600,86359,280,1
36,567,20679,93,1
16,62,3124,334,1
4,937,40192,62,1
277,3,8698,118,1
635,875,71653,373,1
134,322,54052,49,1
161,225,43333,341,1
14,633,82675,263,1
161,405,35294,59,1
19,1023,11247,350,1
84,105,15848,71,1
36,847,9322,119,1
33,316,30831,318,1
579,136,46875,478,1
23,497,1400,448,1
72,831,5365,379,1
19,481,65899,305,1
8,911,11586,287,1
33,901,50028,486,1
21,115,89555,348,1
4,209,58628,156,1
44,1003,65099,134,1
72,30,40163,208,1
161,57,76658,215,1
661,827,28551,191,1
42,370,86254,22,1
42,841,16468,130,1
27,554,75812,472,1
844,736,24458,68,1
33,839,20127,355,1
33,229,4551,267,1
27,988,64916,83,1
21,855,83010,471,1
65,1002,71747,372,1
6,492,33033,437,1
21,164,52414,254,1
8,291,60705,195,1
4,538,621,92,1
6,141,18263,493,1
12,994,85926,87,1
23,298,36917,482,1
110,610,5515,325,1
14,790,49097,208,1
56,103,935,434,1
19,4,12327,329,1
56,435,18652,274,1
839,541,75093,450,1
23,299,68711,55,1
19,393,82226,58,1
30,806,18460,260,1
27,178,71968,91,1
21,419,95737,181,1
36,964,56135,356,1
44,739,51406,318,1
4,1012,30805,426,1
95,759,69855,235,1
14,384,86801,73,1
19,469,82466,299,1
6,823,52842,385,1
6,819,69003,297,1
4,476,65042,33,1
72,21,8214,10,1
36,534,90379,326,1
839,958,22362,136,1
968,575,8277,149,1
23,134,61679,119,1
16,506,55166,85,1
8,99,54944,351,1
63,389,13367,182,1
4,90,60425,219,1
56,613,16677,427,1
570,308,49785,358,1
4,861,2126,433,1
569,190,646,70,1
8,995,1448,346,1
23,474,13182,127,1
0,1013,8576,498,1
56,402,77755,413,1
6,299,67176,53,1
204,773,478,481,1
16,924,10374,102,1
27,330,29714,64,1
27,915,2897,10,1
161,168,76884,130,1
4,242,22011,90,1
8,366,25577,185,1
4,956,9532,240,1
1002,695,76237,478,1
967,538,92168,264,1
14,300,58823,108,1
44,959,33168,398,1
27,71,34042,235,1
0,424,5343,290,1
30,661,96369,211,1
72,159,7503,47,1
161,314,94733,76,1
56,155,99643,477,1
718,411,20678,337,1
42,87,73340,227,1
27,957,26771,230,1
0,938,63309,378,1
72,807,43871,258,1
531,323,90481,186,1
0,699,4379,281,1
994,1019,32354,329,1
167,527,81080,181,1
56,828,62614,67,1
8,298,22753,267,1
493,985,54580,233,1
44,890,84968,86,1
19,522,5212,120,1
72,484,16543,348,1
21,28,52368,181,1
42,344,71589,433,1
623,95,24213,198,1
506,587,92651,333,1
304,201,23977,101,1
56,862,29344,177,1
65,515,67203,186,1
959,469,71476,392,1
4,779,57877,313,1
628,519,23250,391,1
4,371,69653,427,1
14,563,22546,205,1
8,360,97404,337,1
65,979,8784,102,1
19,318,65836,413,1
392,665,9172,248,1
44,910,62108,311,1
30,45,60374,114,1
72,869,39803,71,1
27,29,72640,329,1
30,515,60493,160,1
42,575,80220,330,1
772,184,26255,111,1
616,630,16328,483,1
21,434,47415,81,1
161,432,28388,172,1
672,696,65817,44,1
44,207,71987,67,1
33,186,3598,126,1
23,323,3204,237,1
671,236,14985,174,1
6,551,71725,175,1
65,775,45544,335,1
21,228,43452,453,1
33,553,98295,490,1
8,329,59197,113,1
21,678,10612,152,1
12,45,74345,179,1
30,89,44703,92,1
23,677,80288,190,1
298,418,15564,138,1
6,648,1843,154,1
6,186,55877,309,1
21,170,95607,17,1
4,358,55256,318,1
6,757,6924,146,1
30,488,72171,94,1
14,456,47512,81,1
36,979,5471,215,1
21,549,12559,442,1
8,213,66422,51,1
30,572,77667,155,1
532,825,43445,287,1
910,679,17622,298,1
44,187,68283,366,1
16,890,66520,409,1
661,25,12757,224,1
8,840,65531,67,1
36,809,70601,344,1
30,274,65350,73,1
56,396,47329,65,1
0,813,79413,338,1
6,13,66344,143,1
0,471,3806,148,1
23,882,19699,30,1
56,313,62030,265,1
161,762,28203,363,1
27,118,73374,445,1
30,121,18546,331,1
16,959,22213,140,1
552,878,96296,355,1
72,197,55639,51,1
56,855,25125,68,1
0,853,15048,494,1
27,149,58718,34,1
27,60,49792,306,1
21,519,67347,421,1
8,752,60577,54,1
922,593,50474,38,1
161,1,41347,324,1
21,559,7637,120,1
0,828,80390,131,1
14,702,37832,268,1
23,296,16627,406,1
0,869,56103,494,1
30,481,8911,364,1
21,84,39736,352,1
19,949,795,478,1
495,150,51389,197,1
21,577,59823,134,1
33,612,47662,232,1
56,417,2562,459,1
4,890,27651,478,1
27,996,54609,82,1
161,519,26169,474,1
23,5,21046,426,1
161,902,50236,262,1
161,797,23475,46,1
16,685,19938,328,1
30,318,91754,269,1
12,655,50768,98,1
23,53,35836,300,1
6,808,35738,223,1
27,294,76310,108,1
30,410,15322,380,1
14,396,58902,412,1
161,789,48636,466,1
6,666,29851,56,1
72,315,78217,230,1
8,101,35647,395,1
14,316,68268,201,1
30,837,30107,376,1
14,496,58123,338,1
33,267,39233,235,1
8,547,19113,225,1
273,424,30364,164,1
4,799,66172,142,1
65,144,41830,102,1
23,724,38188,284,1
33,909,24305,467,1
42,509,15903,137,1
6,33,75272,214,1
784,96,35448,403,1
36,417,21586,285,1
4,20,40514,67,1
56,286,74080,278,1
16,88,80974,211,1
161,542,23236,88,1
42,290,20879,172,1
6,941,96716,301,1
12,90,26573,59,1
335,918,15051,298,1
21,128,89516,218,1
846,759,62898,157,1
19,531,4688,340,1
36,738,54622,473,1
56,683,49335,280,1
27,31,95802,162,1
44,966,42712,77,1
19,185,82357,214,1
6,252,8568,89,1
399,26,79012,401,1
161,152,6417,82,1
27,270,20089,452,1
65,29,39762,46,1
161,857,79646,323,1
36,934,42446,181,1
554,246,37188,68,1
19,791,9988,53,1
72,911,95294,186,1
30,55,46629,393,1
16,866,60195,382,1
8,169,18184,319,1
16,36,181,352,1
44,434,91444,174,1
19,203,73606,333,1
6,846,32568,412,1
4,632,71232,343,1
681,829,44147,337,1
19,569,1080,26,1
44,339,47693,115,1
56,608,4568,260,1
0,82,73778,245,1
42,860,97803,238,1
23,562,45632,480,1
65,499,10941,287,1
14,596,47761,413,1
23,690,10719,468,1
30,23,72285,10,1
42,726,11134,467,1
72,662,8010,212,1
27,938,36698,200,1
56,581,46178,211,1
139,291,16952,41,1
0,974,18740,499,1
56,731,73655,38,1
12,820,14615,97,1
45,556,73924,140,1
56,782,59455,308,1
4,84,92736,197,1
14,78,99618,466,1
23,73,27393,237,1
19,694,33718,161,1
464,995,54898,385,1
44,304,61621,356,1
36,551,36511,442,1
65,90,24500,308,1
12,938,24183,94,1
12,752,69239,400,1
0,146,10459,77,1
14,498,18728,135,1
0,41,27649,269,1
36,142,50799,133,1
6,811,68694,109,1
33,724,40874,416,1
16,899,97072,318,1
161,381,27025,478,1
65,585,66090,250,1
575,599,39480,238,1
56,171,78044,158,1
56,662,3200,212,1
14,454,15134,240,1
914,892,20782,13,1
8,647,2024,298,1
33,363,73525,83,1
27,709,94217,211,1
6,499,85404,308,1
998,534,18782,207,1
1013,174,13618,497,1
99,228,94148,428,1
12,940,12960,378,1
8,2,55529,42,1
33,544,71241,182,1
0,727,92730,339,1
21,969,17270,271,1
23,359,48235,412,1
44,1019,82158,198,1
994,437,71841,278,1
0,387,24206,205,1
161,783,63110,47,1
161,1007,49930,370,1
19,357,5499,178,1
161,220,55791,146,1
0,36,25717,19,1
137,247,13398,87,1
21,506,37418,260,1
21,466,8729,336,1
56,644,34471,183,1
455,710,97716,121,1
33,367,67507,229,1
8,633,93774,339,1
8,98,19668,172,1
161,683,8344,239,1
33,11,67593,294,1
33,554,22342,219,1
239,152,64249,456,1
21,54,70563,486,1
898,189,97596,432,1
56,676,41473,362,1
42,90,31607,108,1
14,482,26016,157,1
65,540,32576,474,1
575,385,3399,279,1
19,247,80764,415,1
65,54,26441,254,1
0,643,1193,464,1
42,476,81397,373,1
611,1021,87993,23,1
662,703,85224,116,1
65,597,2902,45,1
678,363,17553,314,1
16,816,10640,361,1
27,208,25613,200,1
960,182,20835,230,1
8,251,39713,313,1
407,164,48662,79,1
65,318,15888,285,1
8,866,54081,98,1
30,708,75369,35,1
30,712,47159,305,1
138,704,19689,405,1
4,961,37408,300,1
450,597,44938,268,1
44,653,42393,161,1
6,1000,57719,261,1
30,572,89694,286,1
23,708,85752,245,1
72,108,19338,440,1
8,109,83421,150,1
42,558,78091,102,1
44,897,70963,134,1
486,797,78743,191,1
62,557,72110,213,1
981,405,99903,60,1
44,864,7318,338,1
4,1018,71291,43,1
30,270,84461,375,1
12,577,27954,475,1
16,93,5077,205,1
33,320,5483,28,1
0,909,22918,87,1
65,651,94195,213,1
435,397,29467,152,1
161,687,2645,430,1
161,637,30523,10,1
12,196,51644,75,1
344,458,85089,453,1
19,681,56311,115,1
21,458,9212,399,1
36,385,73671,281,1
27,367,10011,374,1
16,417,79557,500,1
19,64,13412,331,1
36,828,77115,499,1
6,728,16488,105,1
21,666,20358,470,1
21,281,50481,108,1
4,342,35904,115,1
56,344,61591,223,1
44,455,70311,226,1
12,204,26400,54,1
56,994,10727,359,1
161,669,11995,293,1
33,437,12653,294,1
6,927,56080,423,1
56,21,33149,93,1
19,618,20058,279,1
23,525,69863,322,1
906,349,41693,263,1
8,449,8459,32,1
14,654,44034,46,1
4,90,40155,208,1
14,909,11296,418,1
16,905,96457,285,1
42,135,80196,351,1
30,46,86030,246,1
36,827,15477,216,1
39,295,19689,496,1
19,934,72067,410,1
56,63,3925,407,1
14,685,74147,232,1
30,765,50702,461,1
650,996,23308,60,1
65,94,79441,93,1
44,745,16391,465,1
6,717,76497,206,1
72,695,14435,222,1
8,847,22008,438,1
27,3,38610,55,1
56,446,29585,175,1
148,389,26279,467,1
27,970,9849,480,1
161,424,10445,334,1
14,353,12677,472,1
27,328,12278,53,1
42,478,22873,470,1
27,475,8440,481,1
30,622,68794,481,1
84,674,93832,413,1
65,944,38472,66,1
33,468,91644,425,1
36,720,75225,181,1
72,106,79817,410,1
739,1010,50970,292,1
161,975,22181,357,1
201,988,15464,110,1
23,881,24716,105,1
56,113,15830,309,1
27,922,36125,12,1
75,246,40245,392,1
27,689,2041,483,1
4,210,46957,351,1
23,721,64724,440,1
14,491,90418,465,1
4,779,32448,500,1
956,736,15197,459,1
33,1000,93926,405,1
6,266,69968,69,1
83,194,52054,284,1
0,754,71143,188,1
72,276,82068,60,1
36,192,6016,263,1
16,421,2715,87,1
19,537,8646,389,1
27,349,72594,456,1
16,213,92101,497,1
727,828,1254,226,1
10,674,25472,231,1
6,82,24336,257,1
12,141,87928,225,1
604,338,64895,260,1
861,479,23730,247,1
